na_rates,na_rates_actual,grouping_var,value,params,estimates
0.27,0.24833333333333332,sigma_11_Observed data_5,132.44476665762463,sigma_11,Observed data
0.275,0.25833333333333336,sigma_11_Observed data_5,140.16391558469957,sigma_11,Observed data
0.28,0.25416666666666665,sigma_11_Observed data_5,127.81399132588919,sigma_11,Observed data
0.28500000000000003,0.27416666666666667,sigma_11_Observed data_5,123.82732668516346,sigma_11,Observed data
0.29,0.28583333333333333,sigma_11_Observed data_5,126.95692983094102,sigma_11,Observed data
0.295,0.27,sigma_11_Observed data_5,132.34778677584492,sigma_11,Observed data
0.3,0.285,sigma_11_Observed data_5,129.3454247356069,sigma_11,Observed data
0.305,0.2966666666666667,sigma_11_Observed data_5,140.29213446289276,sigma_11,Observed data
0.31,0.2925,sigma_11_Observed data_5,130.88483233313463,sigma_11,Observed data
0.315,0.30083333333333334,sigma_11_Observed data_5,131.64799761247602,sigma_11,Observed data
0.32,0.305,sigma_11_Observed data_5,128.64785949635012,sigma_11,Observed data
0.325,0.31416666666666665,sigma_11_Observed data_5,108.75696786898115,sigma_11,Observed data
0.33,0.31166666666666665,sigma_11_Observed data_5,145.06394987996845,sigma_11,Observed data
0.335,0.31666666666666665,sigma_11_Observed data_5,132.38413395896023,sigma_11,Observed data
0.34,0.32166666666666666,sigma_11_Observed data_5,133.18497892585168,sigma_11,Observed data
0.34500000000000003,0.3275,sigma_11_Observed data_5,131.91614084112925,sigma_11,Observed data
0.35000000000000003,0.31333333333333335,sigma_11_Observed data_5,140.67998261323993,sigma_11,Observed data
0.355,0.3375,sigma_11_Observed data_5,134.8912658384237,sigma_11,Observed data
0.36,0.3383333333333333,sigma_11_Observed data_5,139.07497406480346,sigma_11,Observed data
0.365,0.34833333333333333,sigma_11_Observed data_5,121.16782265995202,sigma_11,Observed data
0.37,0.32416666666666666,sigma_11_Observed data_5,148.3188931993853,sigma_11,Observed data
0.375,0.35,sigma_11_Observed data_5,132.07274376753932,sigma_11,Observed data
0.38,0.3575,sigma_11_Observed data_5,141.26989736068157,sigma_11,Observed data
0.385,0.3358333333333333,sigma_11_Observed data_5,121.64472351535022,sigma_11,Observed data
0.39,0.3475,sigma_11_Observed data_5,133.00536623992076,sigma_11,Observed data
0.395,0.36,sigma_11_Observed data_5,119.03280039951703,sigma_11,Observed data
0.4,0.35,sigma_11_Observed data_5,134.94492110561586,sigma_11,Observed data
0.405,0.3625,sigma_11_Observed data_5,131.82981332825983,sigma_11,Observed data
0.41000000000000003,0.36583333333333334,sigma_11_Observed data_5,134.07444280944213,sigma_11,Observed data
0.41500000000000004,0.38333333333333336,sigma_11_Observed data_5,119.0731990058652,sigma_11,Observed data
0.42,0.3425,sigma_11_Observed data_5,135.95801370516688,sigma_11,Observed data
0.425,0.36583333333333334,sigma_11_Observed data_5,147.30822730158184,sigma_11,Observed data
0.43,0.37,sigma_11_Observed data_5,128.03613553112086,sigma_11,Observed data
0.435,0.3825,sigma_11_Observed data_5,136.96421837529365,sigma_11,Observed data
0.44,0.4025,sigma_11_Observed data_5,122.8922350039089,sigma_11,Observed data
0.445,0.37583333333333335,sigma_11_Observed data_5,127.89361918790189,sigma_11,Observed data
0.45,0.4066666666666667,sigma_11_Observed data_5,135.32708243157563,sigma_11,Observed data
0.455,0.37583333333333335,sigma_11_Observed data_5,131.8771694788562,sigma_11,Observed data
0.46,0.3958333333333333,sigma_11_Observed data_5,135.3150190209679,sigma_11,Observed data
0.465,0.38916666666666666,sigma_11_Observed data_5,138.64918554110596,sigma_11,Observed data
0.47000000000000003,0.385,sigma_11_Observed data_5,134.3423501477565,sigma_11,Observed data
0.47500000000000003,0.4191666666666667,sigma_11_Observed data_5,131.89685710755563,sigma_11,Observed data
0.48,0.4166666666666667,sigma_11_Observed data_5,142.43670135595053,sigma_11,Observed data
0.485,0.4125,sigma_11_Observed data_5,138.143806464513,sigma_11,Observed data
0.49,0.42083333333333334,sigma_11_Observed data_5,114.99284185979926,sigma_11,Observed data
0.495,0.42833333333333334,sigma_11_Observed data_5,132.6851376186135,sigma_11,Observed data
0.5,0.3975,sigma_11_Observed data_5,130.82416659782479,sigma_11,Observed data
0,0,mu_1_Imputed data_5,1.2882759944407132,mu_1,Imputed data
0.005,8.333333333333334e-4,mu_1_Imputed data_5,1.2811414100953473,mu_1,Imputed data
0.01,0.0125,mu_1_Imputed data_5,1.2577197259487276,mu_1,Imputed data
0.015,0.0175,mu_1_Imputed data_5,1.321847812812191,mu_1,Imputed data
0.02,0.025,mu_1_Imputed data_5,1.2997692879183884,mu_1,Imputed data
0.025,0.025,mu_1_Imputed data_5,1.2899389430413992,mu_1,Imputed data
0.03,0.04083333333333333,mu_1_Imputed data_5,1.2771838275047298,mu_1,Imputed data
0.035,0.03333333333333333,mu_1_Imputed data_5,1.279621817609384,mu_1,Imputed data
0.04,0.03333333333333333,mu_1_Imputed data_5,1.324557011780476,mu_1,Imputed data
0.045,0.04666666666666667,mu_1_Imputed data_5,1.263654758927723,mu_1,Imputed data
0.05,0.0475,mu_1_Imputed data_5,1.2437950945066718,mu_1,Imputed data
0.055,0.049166666666666664,mu_1_Imputed data_5,1.3160729425517033,mu_1,Imputed data
0.06,0.060833333333333336,mu_1_Imputed data_5,1.2992185078956386,mu_1,Imputed data
0.065,0.0625,mu_1_Imputed data_5,1.2534523743246764,mu_1,Imputed data
0.07,0.07083333333333333,mu_1_Imputed data_5,1.30297311975661,mu_1,Imputed data
0.075,0.08333333333333333,mu_1_Imputed data_5,1.1980820029754453,mu_1,Imputed data
0.08,0.0825,mu_1_Imputed data_5,1.3359262113520258,mu_1,Imputed data
0.085,0.08666666666666667,mu_1_Imputed data_5,1.3183008799492462,mu_1,Imputed data
0.09,0.0925,mu_1_Imputed data_5,1.2967947622900873,mu_1,Imputed data
0.095,0.07916666666666666,mu_1_Imputed data_5,1.2850319052828074,mu_1,Imputed data
0.1,0.11666666666666667,mu_1_Imputed data_5,1.2975840483723704,mu_1,Imputed data
0.105,0.10083333333333333,mu_1_Imputed data_5,1.2666539821641423,mu_1,Imputed data
0.11,0.11,mu_1_Imputed data_5,1.284546626788754,mu_1,Imputed data
0.115,0.12083333333333333,mu_1_Imputed data_5,1.258096262032719,mu_1,Imputed data
0.12,0.1125,mu_1_Imputed data_5,1.2946531805882744,mu_1,Imputed data
0.125,0.12583333333333332,mu_1_Imputed data_5,1.264376459320342,mu_1,Imputed data
0.13,0.11833333333333333,mu_1_Imputed data_5,1.2588524998641515,mu_1,Imputed data
0.135,0.13166666666666665,mu_1_Imputed data_5,1.2829309727074898,mu_1,Imputed data
0.14,0.135,mu_1_Imputed data_5,1.3202971083721236,mu_1,Imputed data
0.145,0.14833333333333334,mu_1_Imputed data_5,1.2714749527586888,mu_1,Imputed data
0.15,0.1425,mu_1_Imputed data_5,1.3048741670168225,mu_1,Imputed data
0.155,0.15083333333333335,mu_1_Imputed data_5,1.4427560581836798,mu_1,Imputed data
0.16,0.145,mu_1_Imputed data_5,1.2665901253994538,mu_1,Imputed data
0.165,0.16166666666666665,mu_1_Imputed data_5,1.1584024494028378,mu_1,Imputed data
0.17,0.17416666666666666,mu_1_Imputed data_5,1.1826016238734507,mu_1,Imputed data
0.17500000000000002,0.15166666666666667,mu_1_Imputed data_5,1.2356386650029956,mu_1,Imputed data
0.18,0.17416666666666666,mu_1_Imputed data_5,1.2310817864289827,mu_1,Imputed data
0.185,0.17083333333333334,mu_1_Imputed data_5,1.2271416083849922,mu_1,Imputed data
0.19,0.20083333333333334,mu_1_Imputed data_5,1.2530222267961428,mu_1,Imputed data
0.195,0.18333333333333332,mu_1_Imputed data_5,1.1857514442262889,mu_1,Imputed data
0.2,0.18916666666666668,mu_1_Imputed data_5,1.4336781795313265,mu_1,Imputed data
0.20500000000000002,0.22666666666666666,mu_1_Imputed data_5,1.2658466088717228,mu_1,Imputed data
0.21,0.2075,mu_1_Imputed data_5,1.2530604816993358,mu_1,Imputed data
0.215,0.22083333333333333,mu_1_Imputed data_5,1.275554715227933,mu_1,Imputed data
0.22,0.2275,mu_1_Imputed data_5,1.0446348814368762,mu_1,Imputed data
0.225,0.21166666666666667,mu_1_Imputed data_5,1.2002600252819853,mu_1,Imputed data
0.23,0.23333333333333334,mu_1_Imputed data_5,1.3816495084495752,mu_1,Imputed data
0.23500000000000001,0.22583333333333333,mu_1_Imputed data_5,1.1553469989546095,mu_1,Imputed data
0.24,0.2475,mu_1_Imputed data_5,1.3681356148113408,mu_1,Imputed data
0.245,0.2325,mu_1_Imputed data_5,1.2037790564622444,mu_1,Imputed data
0.25,0.23416666666666666,mu_1_Imputed data_5,1.0601210375832082,mu_1,Imputed data
0.255,0.2658333333333333,mu_1_Imputed data_5,1.632521063927927,mu_1,Imputed data
0.26,0.2375,mu_1_Imputed data_5,1.413141049887714,mu_1,Imputed data
0.265,0.265,mu_1_Imputed data_5,1.1065962627266601,mu_1,Imputed data
0.27,0.24833333333333332,mu_1_Imputed data_5,1.137640753801533,mu_1,Imputed data
0.275,0.25833333333333336,mu_1_Imputed data_5,1.377111653184381,mu_1,Imputed data
0.28,0.25416666666666665,mu_1_Imputed data_5,1.3906825223764065,mu_1,Imputed data
0.28500000000000003,0.27416666666666667,mu_1_Imputed data_5,1.2905459751702575,mu_1,Imputed data
0.29,0.28583333333333333,mu_1_Imputed data_5,1.0601632176285172,mu_1,Imputed data
0.295,0.27,mu_1_Imputed data_5,1.0517638135556469,mu_1,Imputed data
0.3,0.285,mu_1_Imputed data_5,1.372046207482628,mu_1,Imputed data
0.305,0.2966666666666667,mu_1_Imputed data_5,1.1908214474311778,mu_1,Imputed data
0.31,0.2925,mu_1_Imputed data_5,1.4614483076670672,mu_1,Imputed data
0.315,0.30083333333333334,mu_1_Imputed data_5,1.0026040983681095,mu_1,Imputed data
0.32,0.305,mu_1_Imputed data_5,1.0929427547045036,mu_1,Imputed data
0.325,0.31416666666666665,mu_1_Imputed data_5,0.9658676550498633,mu_1,Imputed data
0.33,0.31166666666666665,mu_1_Imputed data_5,1.1761214914881937,mu_1,Imputed data
0.335,0.31666666666666665,mu_1_Imputed data_5,1.3341723010744178,mu_1,Imputed data
0.34,0.32166666666666666,mu_1_Imputed data_5,1.2982953694117931,mu_1,Imputed data
0.34500000000000003,0.3275,mu_1_Imputed data_5,1.6300837066643492,mu_1,Imputed data
0.35000000000000003,0.31333333333333335,mu_1_Imputed data_5,1.4315683166404167,mu_1,Imputed data
0.355,0.3375,mu_1_Imputed data_5,1.0268283161562635,mu_1,Imputed data
0.36,0.3383333333333333,mu_1_Imputed data_5,1.6590576304365183,mu_1,Imputed data
0.365,0.34833333333333333,mu_1_Imputed data_5,1.1164553200887863,mu_1,Imputed data
0.37,0.32416666666666666,mu_1_Imputed data_5,1.4554618728443471,mu_1,Imputed data
0.375,0.35,mu_1_Imputed data_5,1.195276354040142,mu_1,Imputed data
0.38,0.3575,mu_1_Imputed data_5,1.223647259545814,mu_1,Imputed data
0.385,0.3358333333333333,mu_1_Imputed data_5,1.1555518828215596,mu_1,Imputed data
0.39,0.3475,mu_1_Imputed data_5,1.0557626363510693,mu_1,Imputed data
0.395,0.36,mu_1_Imputed data_5,1.4649559685625482,mu_1,Imputed data
0.4,0.35,mu_1_Imputed data_5,1.2823946502971195,mu_1,Imputed data
0.405,0.3625,mu_1_Imputed data_5,1.4733850498881913,mu_1,Imputed data
0.41000000000000003,0.36583333333333334,mu_1_Imputed data_5,1.4589290604816094,mu_1,Imputed data
0.41500000000000004,0.38333333333333336,mu_1_Imputed data_5,1.5345064487301039,mu_1,Imputed data
0.42,0.3425,mu_1_Imputed data_5,1.4318322326625206,mu_1,Imputed data
0.425,0.36583333333333334,mu_1_Imputed data_5,1.446051009254041,mu_1,Imputed data
0.43,0.37,mu_1_Imputed data_5,0.7949503374120471,mu_1,Imputed data
0.435,0.3825,mu_1_Imputed data_5,1.3520998336588215,mu_1,Imputed data
0.44,0.4025,mu_1_Imputed data_5,1.1932363598405775,mu_1,Imputed data
0.445,0.37583333333333335,mu_1_Imputed data_5,1.3313518235959916,mu_1,Imputed data
0.45,0.4066666666666667,mu_1_Imputed data_5,1.1638527349751302,mu_1,Imputed data
0.455,0.37583333333333335,mu_1_Imputed data_5,1.0844918208265553,mu_1,Imputed data
0.46,0.3958333333333333,mu_1_Imputed data_5,1.2866471652724794,mu_1,Imputed data
0.465,0.38916666666666666,mu_1_Imputed data_5,1.2051827259393135,mu_1,Imputed data
0.47000000000000003,0.385,mu_1_Imputed data_5,1.0073449382572135,mu_1,Imputed data
0.47500000000000003,0.4191666666666667,mu_1_Imputed data_5,1.258160854280244,mu_1,Imputed data
0.48,0.4166666666666667,mu_1_Imputed data_5,1.2248699250852926,mu_1,Imputed data
0.485,0.4125,mu_1_Imputed data_5,1.0330139687046465,mu_1,Imputed data
0.49,0.42083333333333334,mu_1_Imputed data_5,1.1320186486361787,mu_1,Imputed data
0.495,0.42833333333333334,mu_1_Imputed data_5,1.2073981145693153,mu_1,Imputed data
0.5,0.3975,mu_1_Imputed data_5,1.6107682504829508,mu_1,Imputed data
0,0,sigma_11_Imputed data_5,133.38334070091997,sigma_11,Imputed data
0.005,8.333333333333334e-4,sigma_11_Imputed data_5,133.26048878547454,sigma_11,Imputed data
0.01,0.0125,sigma_11_Imputed data_5,133.25891835826204,sigma_11,Imputed data
0.015,0.0175,sigma_11_Imputed data_5,132.3399050221724,sigma_11,Imputed data
0.02,0.025,sigma_11_Imputed data_5,133.9503811540277,sigma_11,Imputed data
0.025,0.025,sigma_11_Imputed data_5,133.23061239192222,sigma_11,Imputed data
0.03,0.04083333333333333,sigma_11_Imputed data_5,132.52468502775173,sigma_11,Imputed data
0.035,0.03333333333333333,sigma_11_Imputed data_5,134.17387962804239,sigma_11,Imputed data
0.04,0.03333333333333333,sigma_11_Imputed data_5,133.90719902758545,sigma_11,Imputed data
0.045,0.04666666666666667,sigma_11_Imputed data_5,134.8853471567309,sigma_11,Imputed data
0.05,0.0475,sigma_11_Imputed data_5,133.3204274399854,sigma_11,Imputed data
0.055,0.049166666666666664,sigma_11_Imputed data_5,134.8017040598838,sigma_11,Imputed data
0.06,0.060833333333333336,sigma_11_Imputed data_5,132.8788733568219,sigma_11,Imputed data
0.065,0.0625,sigma_11_Imputed data_5,132.52470667479673,sigma_11,Imputed data
0.07,0.07083333333333333,sigma_11_Imputed data_5,136.76968745642176,sigma_11,Imputed data
0.075,0.08333333333333333,sigma_11_Imputed data_5,134.44592550923775,sigma_11,Imputed data
0.08,0.0825,sigma_11_Imputed data_5,135.4245877915884,sigma_11,Imputed data
0.085,0.08666666666666667,sigma_11_Imputed data_5,133.08555270811289,sigma_11,Imputed data
0.09,0.0925,sigma_11_Imputed data_5,133.02149861833388,sigma_11,Imputed data
0.095,0.07916666666666666,sigma_11_Imputed data_5,134.98084568842506,sigma_11,Imputed data
0.1,0.11666666666666667,sigma_11_Imputed data_5,134.93390345100565,sigma_11,Imputed data
0.105,0.10083333333333333,sigma_11_Imputed data_5,133.31082502952984,sigma_11,Imputed data
0.11,0.11,sigma_11_Imputed data_5,133.13418992493118,sigma_11,Imputed data
0.115,0.12083333333333333,sigma_11_Imputed data_5,135.53142218085787,sigma_11,Imputed data
0.12,0.1125,sigma_11_Imputed data_5,132.88417405512152,sigma_11,Imputed data
0.125,0.12583333333333332,sigma_11_Imputed data_5,132.71114239996515,sigma_11,Imputed data
0.13,0.11833333333333333,sigma_11_Imputed data_5,134.87049590249083,sigma_11,Imputed data
0.135,0.13166666666666665,sigma_11_Imputed data_5,134.51962691541237,sigma_11,Imputed data
0.14,0.135,sigma_11_Imputed data_5,132.17276689401598,sigma_11,Imputed data
0.145,0.14833333333333334,sigma_11_Imputed data_5,131.82811000454865,sigma_11,Imputed data
0.15,0.1425,sigma_11_Imputed data_5,132.34637893418508,sigma_11,Imputed data
0.155,0.15083333333333335,sigma_11_Imputed data_5,134.76981636153283,sigma_11,Imputed data
0.16,0.145,sigma_11_Imputed data_5,134.33947904906196,sigma_11,Imputed data
0.165,0.16166666666666665,sigma_11_Imputed data_5,132.4800191496072,sigma_11,Imputed data
0.17,0.17416666666666666,sigma_11_Imputed data_5,127.63615969298256,sigma_11,Imputed data
0.17500000000000002,0.15166666666666667,sigma_11_Imputed data_5,134.15679059421174,sigma_11,Imputed data
0.18,0.17416666666666666,sigma_11_Imputed data_5,132.8783103095681,sigma_11,Imputed data
0.185,0.17083333333333334,sigma_11_Imputed data_5,134.37581550227216,sigma_11,Imputed data
0.19,0.20083333333333334,sigma_11_Imputed data_5,130.82049328487037,sigma_11,Imputed data
0.195,0.18333333333333332,sigma_11_Imputed data_5,138.35789241016585,sigma_11,Imputed data
0.2,0.18916666666666668,sigma_11_Imputed data_5,134.94491405379154,sigma_11,Imputed data
0.20500000000000002,0.22666666666666666,sigma_11_Imputed data_5,134.78740598476085,sigma_11,Imputed data
0.21,0.2075,sigma_11_Imputed data_5,135.17713161522772,sigma_11,Imputed data
0.215,0.22083333333333333,sigma_11_Imputed data_5,133.73093299029668,sigma_11,Imputed data
0.22,0.2275,sigma_11_Imputed data_5,131.91374517016988,sigma_11,Imputed data
0.225,0.21166666666666667,sigma_11_Imputed data_5,134.59748322885838,sigma_11,Imputed data
0.23,0.23333333333333334,sigma_11_Imputed data_5,131.31645599208844,sigma_11,Imputed data
0.23500000000000001,0.22583333333333333,sigma_11_Imputed data_5,135.12509382095382,sigma_11,Imputed data
0.24,0.2475,sigma_11_Imputed data_5,131.5770307949597,sigma_11,Imputed data
0.245,0.2325,sigma_11_Imputed data_5,132.27420923944072,sigma_11,Imputed data
0.25,0.23416666666666666,sigma_11_Imputed data_5,136.33383749338034,sigma_11,Imputed data
0.255,0.2658333333333333,sigma_11_Imputed data_5,136.8228825733176,sigma_11,Imputed data
0.26,0.2375,sigma_11_Imputed data_5,131.85732559320877,sigma_11,Imputed data
0.265,0.265,sigma_11_Imputed data_5,134.9571629833327,sigma_11,Imputed data
0.27,0.24833333333333332,sigma_11_Imputed data_5,129.71061937198075,sigma_11,Imputed data
0.275,0.25833333333333336,sigma_11_Imputed data_5,134.52387360209954,sigma_11,Imputed data
0.28,0.25416666666666665,sigma_11_Imputed data_5,134.24435007512918,sigma_11,Imputed data
0.28500000000000003,0.27416666666666667,sigma_11_Imputed data_5,128.80982273146748,sigma_11,Imputed data
0.29,0.28583333333333333,sigma_11_Imputed data_5,133.86126750408482,sigma_11,Imputed data
0.295,0.27,sigma_11_Imputed data_5,135.7919880595151,sigma_11,Imputed data
0.3,0.285,sigma_11_Imputed data_5,134.38383017118346,sigma_11,Imputed data
0.305,0.2966666666666667,sigma_11_Imputed data_5,136.9688253714268,sigma_11,Imputed data
0.31,0.2925,sigma_11_Imputed data_5,138.37502355841835,sigma_11,Imputed data
0.315,0.30083333333333334,sigma_11_Imputed data_5,129.3309314496058,sigma_11,Imputed data
0.32,0.305,sigma_11_Imputed data_5,133.53049324801702,sigma_11,Imputed data
0.325,0.31416666666666665,sigma_11_Imputed data_5,120.05405937278178,sigma_11,Imputed data
0.33,0.31166666666666665,sigma_11_Imputed data_5,133.06010268889293,sigma_11,Imputed data
0.335,0.31666666666666665,sigma_11_Imputed data_5,131.5534008138317,sigma_11,Imputed data
0.34,0.32166666666666666,sigma_11_Imputed data_5,133.54828101028738,sigma_11,Imputed data
0.34500000000000003,0.3275,sigma_11_Imputed data_5,129.5187432215885,sigma_11,Imputed data
0.35000000000000003,0.31333333333333335,sigma_11_Imputed data_5,137.43751334291397,sigma_11,Imputed data
0.355,0.3375,sigma_11_Imputed data_5,132.54255624636332,sigma_11,Imputed data
0.36,0.3383333333333333,sigma_11_Imputed data_5,146.0659493362241,sigma_11,Imputed data
0.365,0.34833333333333333,sigma_11_Imputed data_5,130.97569723809232,sigma_11,Imputed data
0.37,0.32416666666666666,sigma_11_Imputed data_5,139.94193238418535,sigma_11,Imputed data
0.375,0.35,sigma_11_Imputed data_5,136.0402538072814,sigma_11,Imputed data
0.38,0.3575,sigma_11_Imputed data_5,137.6295059523892,sigma_11,Imputed data
0.385,0.3358333333333333,sigma_11_Imputed data_5,130.10809403602644,sigma_11,Imputed data
0.39,0.3475,sigma_11_Imputed data_5,133.65968810009687,sigma_11,Imputed data
0.395,0.36,sigma_11_Imputed data_5,128.95285555547633,sigma_11,Imputed data
0.4,0.35,sigma_11_Imputed data_5,135.58142305212172,sigma_11,Imputed data
0.405,0.3625,sigma_11_Imputed data_5,135.07432578229282,sigma_11,Imputed data
0.41000000000000003,0.36583333333333334,sigma_11_Imputed data_5,132.39275086840703,sigma_11,Imputed data
0.41500000000000004,0.38333333333333336,sigma_11_Imputed data_5,128.38934550521475,sigma_11,Imputed data
0.42,0.3425,sigma_11_Imputed data_5,136.72542082751576,sigma_11,Imputed data
0.425,0.36583333333333334,sigma_11_Imputed data_5,135.87215549733642,sigma_11,Imputed data
0.43,0.37,sigma_11_Imputed data_5,129.69325618719736,sigma_11,Imputed data
0.435,0.3825,sigma_11_Imputed data_5,129.17853478302757,sigma_11,Imputed data
0.44,0.4025,sigma_11_Imputed data_5,128.47808714038038,sigma_11,Imputed data
0.445,0.37583333333333335,sigma_11_Imputed data_5,130.1714144545864,sigma_11,Imputed data
0.45,0.4066666666666667,sigma_11_Imputed data_5,133.6790052075366,sigma_11,Imputed data
0.455,0.37583333333333335,sigma_11_Imputed data_5,137.03804408104244,sigma_11,Imputed data
0.46,0.3958333333333333,sigma_11_Imputed data_5,130.50060571140313,sigma_11,Imputed data
0.465,0.38916666666666666,sigma_11_Imputed data_5,132.04630987700412,sigma_11,Imputed data
0.47000000000000003,0.385,sigma_11_Imputed data_5,127.98530859052214,sigma_11,Imputed data
0.47500000000000003,0.4191666666666667,sigma_11_Imputed data_5,131.46041454012183,sigma_11,Imputed data
0.48,0.4166666666666667,sigma_11_Imputed data_5,137.95388642667794,sigma_11,Imputed data
0.485,0.4125,sigma_11_Imputed data_5,133.02492245764137,sigma_11,Imputed data
0.49,0.42083333333333334,sigma_11_Imputed data_5,132.39478130263203,sigma_11,Imputed data
0.495,0.42833333333333334,sigma_11_Imputed data_5,136.98319641964076,sigma_11,Imputed data
0.5,0.3975,sigma_11_Imputed data_5,129.53195938530735,sigma_11,Imputed data
0,0,mu_1_Truth_6,1,mu_1,Truth
0.005,0.0033333333333333335,mu_1_Truth_6,1,mu_1,Truth
0.01,0.0075,mu_1_Truth_6,1,mu_1,Truth
0.015,0.015,mu_1_Truth_6,1,mu_1,Truth
0.02,0.02,mu_1_Truth_6,1,mu_1,Truth
0.025,0.020833333333333332,mu_1_Truth_6,1,mu_1,Truth
0.03,0.02666666666666667,mu_1_Truth_6,1,mu_1,Truth
0.035,0.0375,mu_1_Truth_6,1,mu_1,Truth
0.04,0.03333333333333333,mu_1_Truth_6,1,mu_1,Truth
0.045,0.035,mu_1_Truth_6,1,mu_1,Truth
0.05,0.0525,mu_1_Truth_6,1,mu_1,Truth
0.055,0.05416666666666667,mu_1_Truth_6,1,mu_1,Truth
0.06,0.06166666666666667,mu_1_Truth_6,1,mu_1,Truth
0.065,0.06166666666666667,mu_1_Truth_6,1,mu_1,Truth
0.07,0.06833333333333333,mu_1_Truth_6,1,mu_1,Truth
0.075,0.0775,mu_1_Truth_6,1,mu_1,Truth
0.08,0.0675,mu_1_Truth_6,1,mu_1,Truth
0.085,0.1025,mu_1_Truth_6,1,mu_1,Truth
0.09,0.0775,mu_1_Truth_6,1,mu_1,Truth
0.095,0.09416666666666666,mu_1_Truth_6,1,mu_1,Truth
0.1,0.0925,mu_1_Truth_6,1,mu_1,Truth
0.105,0.09333333333333334,mu_1_Truth_6,1,mu_1,Truth
0.11,0.1075,mu_1_Truth_6,1,mu_1,Truth
0.115,0.09666666666666666,mu_1_Truth_6,1,mu_1,Truth
0.12,0.13833333333333334,mu_1_Truth_6,1,mu_1,Truth
0.125,0.13083333333333333,mu_1_Truth_6,1,mu_1,Truth
0.13,0.13583333333333333,mu_1_Truth_6,1,mu_1,Truth
0.135,0.14083333333333334,mu_1_Truth_6,1,mu_1,Truth
0.14,0.12416666666666666,mu_1_Truth_6,1,mu_1,Truth
0.145,0.14916666666666667,mu_1_Truth_6,1,mu_1,Truth
0.15,0.14083333333333334,mu_1_Truth_6,1,mu_1,Truth
0.155,0.16083333333333333,mu_1_Truth_6,1,mu_1,Truth
0.16,0.16416666666666666,mu_1_Truth_6,1,mu_1,Truth
0.165,0.16833333333333333,mu_1_Truth_6,1,mu_1,Truth
0.17,0.17166666666666666,mu_1_Truth_6,1,mu_1,Truth
0.17500000000000002,0.1825,mu_1_Truth_6,1,mu_1,Truth
0.18,0.16666666666666666,mu_1_Truth_6,1,mu_1,Truth
0.185,0.17166666666666666,mu_1_Truth_6,1,mu_1,Truth
0.19,0.185,mu_1_Truth_6,1,mu_1,Truth
0.195,0.17166666666666666,mu_1_Truth_6,1,mu_1,Truth
0.2,0.19916666666666666,mu_1_Truth_6,1,mu_1,Truth
0.20500000000000002,0.2,mu_1_Truth_6,1,mu_1,Truth
0.21,0.20833333333333334,mu_1_Truth_6,1,mu_1,Truth
0.215,0.21583333333333332,mu_1_Truth_6,1,mu_1,Truth
0.22,0.22833333333333333,mu_1_Truth_6,1,mu_1,Truth
0.225,0.215,mu_1_Truth_6,1,mu_1,Truth
0.23,0.22166666666666668,mu_1_Truth_6,1,mu_1,Truth
0.23500000000000001,0.2275,mu_1_Truth_6,1,mu_1,Truth
0.24,0.26,mu_1_Truth_6,1,mu_1,Truth
0.245,0.2325,mu_1_Truth_6,1,mu_1,Truth
0.25,0.24,mu_1_Truth_6,1,mu_1,Truth
0.255,0.24666666666666667,mu_1_Truth_6,1,mu_1,Truth
0.26,0.25166666666666665,mu_1_Truth_6,1,mu_1,Truth
0.265,0.2733333333333333,mu_1_Truth_6,1,mu_1,Truth
0.27,0.2658333333333333,mu_1_Truth_6,1,mu_1,Truth
0.275,0.2758333333333333,mu_1_Truth_6,1,mu_1,Truth
0.28,0.2725,mu_1_Truth_6,1,mu_1,Truth
0.28500000000000003,0.28,mu_1_Truth_6,1,mu_1,Truth
0.29,0.27666666666666667,mu_1_Truth_6,1,mu_1,Truth
0.295,0.2733333333333333,mu_1_Truth_6,1,mu_1,Truth
0.3,0.2916666666666667,mu_1_Truth_6,1,mu_1,Truth
0.305,0.28,mu_1_Truth_6,1,mu_1,Truth
0.31,0.26666666666666666,mu_1_Truth_6,1,mu_1,Truth
0.315,0.2775,mu_1_Truth_6,1,mu_1,Truth
0.32,0.2925,mu_1_Truth_6,1,mu_1,Truth
0.325,0.29083333333333333,mu_1_Truth_6,1,mu_1,Truth
0.33,0.295,mu_1_Truth_6,1,mu_1,Truth
0.335,0.32166666666666666,mu_1_Truth_6,1,mu_1,Truth
0.34,0.3075,mu_1_Truth_6,1,mu_1,Truth
0.34500000000000003,0.3225,mu_1_Truth_6,1,mu_1,Truth
0.35000000000000003,0.3075,mu_1_Truth_6,1,mu_1,Truth
0.355,0.31916666666666665,mu_1_Truth_6,1,mu_1,Truth
0.36,0.345,mu_1_Truth_6,1,mu_1,Truth
0.365,0.3375,mu_1_Truth_6,1,mu_1,Truth
0.37,0.33166666666666667,mu_1_Truth_6,1,mu_1,Truth
0.375,0.3275,mu_1_Truth_6,1,mu_1,Truth
0.38,0.3308333333333333,mu_1_Truth_6,1,mu_1,Truth
0.385,0.3625,mu_1_Truth_6,1,mu_1,Truth
0.39,0.365,mu_1_Truth_6,1,mu_1,Truth
0.395,0.325,mu_1_Truth_6,1,mu_1,Truth
0.4,0.3516666666666667,mu_1_Truth_6,1,mu_1,Truth
0.405,0.3475,mu_1_Truth_6,1,mu_1,Truth
0.41000000000000003,0.3625,mu_1_Truth_6,1,mu_1,Truth
