na_rates,na_rates_actual,grouping_var,value,params,estimates
0.345,0.3225,sigma_11_Imputed data_6,124.0566574,sigma_11,Imputed data
0.35,0.3075,sigma_11_Imputed data_6,127.583425,sigma_11,Imputed data
0.355,0.319166667,sigma_11_Imputed data_6,123.6397559,sigma_11,Imputed data
0.36,0.345,sigma_11_Imputed data_6,122.4190455,sigma_11,Imputed data
0.365,0.3375,sigma_11_Imputed data_6,120.2142815,sigma_11,Imputed data
0.37,0.331666667,sigma_11_Imputed data_6,121.504337,sigma_11,Imputed data
0.375,0.3275,sigma_11_Imputed data_6,120.3436663,sigma_11,Imputed data
0.38,0.330833333,sigma_11_Imputed data_6,122.5432445,sigma_11,Imputed data
0.385,0.3625,sigma_11_Imputed data_6,129.6380813,sigma_11,Imputed data
0.39,0.365,sigma_11_Imputed data_6,120.7538231,sigma_11,Imputed data
0.395,0.325,sigma_11_Imputed data_6,116.0286438,sigma_11,Imputed data
0.4,0.351666667,sigma_11_Imputed data_6,124.6580881,sigma_11,Imputed data
0.405,0.3475,sigma_11_Imputed data_6,119.3470873,sigma_11,Imputed data
0.41,0.3625,sigma_11_Imputed data_6,117.1032725,sigma_11,Imputed data
0.415,0.3825,sigma_11_Imputed data_6,118.5600924,sigma_11,Imputed data
0.42,0.394166667,sigma_11_Imputed data_6,120.7984789,sigma_11,Imputed data
0.425,0.390833333,sigma_11_Imputed data_6,121.4445009,sigma_11,Imputed data
0.43,0.368333333,sigma_11_Imputed data_6,124.7459382,sigma_11,Imputed data
0.435,0.388333333,sigma_11_Imputed data_6,123.1982535,sigma_11,Imputed data
0.44,0.389166667,sigma_11_Imputed data_6,123.91217,sigma_11,Imputed data
0.445,0.38,sigma_11_Imputed data_6,126.3393041,sigma_11,Imputed data
0.45,0.381666667,sigma_11_Imputed data_6,120.8609185,sigma_11,Imputed data
0.455,0.378333333,sigma_11_Imputed data_6,121.5422108,sigma_11,Imputed data
0.46,0.400833333,sigma_11_Imputed data_6,131.9794605,sigma_11,Imputed data
0.465,0.3925,sigma_11_Imputed data_6,126.7984702,sigma_11,Imputed data
0.47,0.411666667,sigma_11_Imputed data_6,127.9462507,sigma_11,Imputed data
0.475,0.401666667,sigma_11_Imputed data_6,127.3235551,sigma_11,Imputed data
0.48,0.4325,sigma_11_Imputed data_6,127.5609403,sigma_11,Imputed data
0.485,0.439166667,sigma_11_Imputed data_6,118.2313357,sigma_11,Imputed data
0.49,0.405833333,sigma_11_Imputed data_6,122.5920741,sigma_11,Imputed data
0.495,0.3975,sigma_11_Imputed data_6,125.7321017,sigma_11,Imputed data
0.5,0.3975,sigma_11_Imputed data_6,128.4586542,sigma_11,Imputed data
0,0,mu_1_Truth_7,1,mu_1,Truth
0.005,0.003333333,mu_1_Truth_7,1,mu_1,Truth
0.01,0.009166667,mu_1_Truth_7,1,mu_1,Truth
0.015,0.018333333,mu_1_Truth_7,1,mu_1,Truth
0.02,0.0225,mu_1_Truth_7,1,mu_1,Truth
0.025,0.02,mu_1_Truth_7,1,mu_1,Truth
0.03,0.031666667,mu_1_Truth_7,1,mu_1,Truth
0.035,0.04,mu_1_Truth_7,1,mu_1,Truth
0.04,0.05,mu_1_Truth_7,1,mu_1,Truth
0.045,0.04,mu_1_Truth_7,1,mu_1,Truth
0.05,0.0575,mu_1_Truth_7,1,mu_1,Truth
0.055,0.045833333,mu_1_Truth_7,1,mu_1,Truth
0.06,0.065833333,mu_1_Truth_7,1,mu_1,Truth
0.065,0.061666667,mu_1_Truth_7,1,mu_1,Truth
0.07,0.069166667,mu_1_Truth_7,1,mu_1,Truth
0.075,0.0675,mu_1_Truth_7,1,mu_1,Truth
0.08,0.076666667,mu_1_Truth_7,1,mu_1,Truth
0.085,0.0775,mu_1_Truth_7,1,mu_1,Truth
0.09,0.081666667,mu_1_Truth_7,1,mu_1,Truth
0.095,0.086666667,mu_1_Truth_7,1,mu_1,Truth
0.1,0.106666667,mu_1_Truth_7,1,mu_1,Truth
0.105,0.0925,mu_1_Truth_7,1,mu_1,Truth
0.11,0.093333333,mu_1_Truth_7,1,mu_1,Truth
0.115,0.123333333,mu_1_Truth_7,1,mu_1,Truth
0.12,0.115833333,mu_1_Truth_7,1,mu_1,Truth
0.125,0.124166667,mu_1_Truth_7,1,mu_1,Truth
0.13,0.1275,mu_1_Truth_7,1,mu_1,Truth
0.135,0.1275,mu_1_Truth_7,1,mu_1,Truth
0.14,0.118333333,mu_1_Truth_7,1,mu_1,Truth
0.145,0.149166667,mu_1_Truth_7,1,mu_1,Truth
0.15,0.146666667,mu_1_Truth_7,1,mu_1,Truth
0.155,0.161666667,mu_1_Truth_7,1,mu_1,Truth
0.16,0.1625,mu_1_Truth_7,1,mu_1,Truth
0.165,0.166666667,mu_1_Truth_7,1,mu_1,Truth
0.17,0.175,mu_1_Truth_7,1,mu_1,Truth
0.175,0.185833333,mu_1_Truth_7,1,mu_1,Truth
0.18,0.165,mu_1_Truth_7,1,mu_1,Truth
0.185,0.19,mu_1_Truth_7,1,mu_1,Truth
0.19,0.1775,mu_1_Truth_7,1,mu_1,Truth
0.195,0.210833333,mu_1_Truth_7,1,mu_1,Truth
0.2,0.200833333,mu_1_Truth_7,1,mu_1,Truth
0.205,0.213333333,mu_1_Truth_7,1,mu_1,Truth
0.21,0.198333333,mu_1_Truth_7,1,mu_1,Truth
0.215,0.213333333,mu_1_Truth_7,1,mu_1,Truth
0.22,0.211666667,mu_1_Truth_7,1,mu_1,Truth
0.225,0.213333333,mu_1_Truth_7,1,mu_1,Truth
0.23,0.231666667,mu_1_Truth_7,1,mu_1,Truth
0.235,0.241666667,mu_1_Truth_7,1,mu_1,Truth
0.24,0.234166667,mu_1_Truth_7,1,mu_1,Truth
0.245,0.249166667,mu_1_Truth_7,1,mu_1,Truth
0.25,0.2575,mu_1_Truth_7,1,mu_1,Truth
0.255,0.240833333,mu_1_Truth_7,1,mu_1,Truth
0.26,0.235833333,mu_1_Truth_7,1,mu_1,Truth
0.265,0.265,mu_1_Truth_7,1,mu_1,Truth
0.27,0.25,mu_1_Truth_7,1,mu_1,Truth
0.275,0.2625,mu_1_Truth_7,1,mu_1,Truth
0.28,0.265833333,mu_1_Truth_7,1,mu_1,Truth
0.285,0.265833333,mu_1_Truth_7,1,mu_1,Truth
0.29,0.254166667,mu_1_Truth_7,1,mu_1,Truth
0.295,0.285,mu_1_Truth_7,1,mu_1,Truth
0.3,0.276666667,mu_1_Truth_7,1,mu_1,Truth
0.305,0.291666667,mu_1_Truth_7,1,mu_1,Truth
0.31,0.2875,mu_1_Truth_7,1,mu_1,Truth
0.315,0.291666667,mu_1_Truth_7,1,mu_1,Truth
0.32,0.293333333,mu_1_Truth_7,1,mu_1,Truth
0.325,0.289166667,mu_1_Truth_7,1,mu_1,Truth
0.33,0.3075,mu_1_Truth_7,1,mu_1,Truth
0.335,0.315833333,mu_1_Truth_7,1,mu_1,Truth
0.34,0.301666667,mu_1_Truth_7,1,mu_1,Truth
0.345,0.316666667,mu_1_Truth_7,1,mu_1,Truth
0.35,0.325833333,mu_1_Truth_7,1,mu_1,Truth
0.355,0.33,mu_1_Truth_7,1,mu_1,Truth
0.36,0.311666667,mu_1_Truth_7,1,mu_1,Truth
0.365,0.345833333,mu_1_Truth_7,1,mu_1,Truth
0.37,0.341666667,mu_1_Truth_7,1,mu_1,Truth
0.375,0.338333333,mu_1_Truth_7,1,mu_1,Truth
0.38,0.3475,mu_1_Truth_7,1,mu_1,Truth
0.385,0.330833333,mu_1_Truth_7,1,mu_1,Truth
0.39,0.360833333,mu_1_Truth_7,1,mu_1,Truth
0.395,0.361666667,mu_1_Truth_7,1,mu_1,Truth
0.4,0.35,mu_1_Truth_7,1,mu_1,Truth
0.405,0.349166667,mu_1_Truth_7,1,mu_1,Truth
0.41,0.375833333,mu_1_Truth_7,1,mu_1,Truth
0.415,0.38,mu_1_Truth_7,1,mu_1,Truth
0.42,0.37,mu_1_Truth_7,1,mu_1,Truth
0.425,0.375,mu_1_Truth_7,1,mu_1,Truth
0.43,0.373333333,mu_1_Truth_7,1,mu_1,Truth
0.435,0.395833333,mu_1_Truth_7,1,mu_1,Truth
0.44,0.3975,mu_1_Truth_7,1,mu_1,Truth
0.445,0.38,mu_1_Truth_7,1,mu_1,Truth
0.45,0.385,mu_1_Truth_7,1,mu_1,Truth
0.455,0.399166667,mu_1_Truth_7,1,mu_1,Truth
0.46,0.4025,mu_1_Truth_7,1,mu_1,Truth
0.465,0.389166667,mu_1_Truth_7,1,mu_1,Truth
0.47,0.39,mu_1_Truth_7,1,mu_1,Truth
0.475,0.389166667,mu_1_Truth_7,1,mu_1,Truth
0.48,0.409166667,mu_1_Truth_7,1,mu_1,Truth
0.485,0.414166667,mu_1_Truth_7,1,mu_1,Truth
0.49,0.4125,mu_1_Truth_7,1,mu_1,Truth
0.495,0.398333333,mu_1_Truth_7,1,mu_1,Truth
0.5,0.395833333,mu_1_Truth_7,1,mu_1,Truth
0,0,sigma_11_Truth_7,118,sigma_11,Truth
0.005,0.003333333,sigma_11_Truth_7,118,sigma_11,Truth
0.01,0.009166667,sigma_11_Truth_7,118,sigma_11,Truth
0.015,0.018333333,sigma_11_Truth_7,118,sigma_11,Truth
0.02,0.0225,sigma_11_Truth_7,118,sigma_11,Truth
0.025,0.02,sigma_11_Truth_7,118,sigma_11,Truth
0.03,0.031666667,sigma_11_Truth_7,118,sigma_11,Truth
0.035,0.04,sigma_11_Truth_7,118,sigma_11,Truth
0.04,0.05,sigma_11_Truth_7,118,sigma_11,Truth
0.045,0.04,sigma_11_Truth_7,118,sigma_11,Truth
0.05,0.0575,sigma_11_Truth_7,118,sigma_11,Truth
0.055,0.045833333,sigma_11_Truth_7,118,sigma_11,Truth
0.06,0.065833333,sigma_11_Truth_7,118,sigma_11,Truth
0.065,0.061666667,sigma_11_Truth_7,118,sigma_11,Truth
0.07,0.069166667,sigma_11_Truth_7,118,sigma_11,Truth
0.075,0.0675,sigma_11_Truth_7,118,sigma_11,Truth
0.08,0.076666667,sigma_11_Truth_7,118,sigma_11,Truth
0.085,0.0775,sigma_11_Truth_7,118,sigma_11,Truth
0.09,0.081666667,sigma_11_Truth_7,118,sigma_11,Truth
0.095,0.086666667,sigma_11_Truth_7,118,sigma_11,Truth
0.1,0.106666667,sigma_11_Truth_7,118,sigma_11,Truth
0.105,0.0925,sigma_11_Truth_7,118,sigma_11,Truth
0.11,0.093333333,sigma_11_Truth_7,118,sigma_11,Truth
0.115,0.123333333,sigma_11_Truth_7,118,sigma_11,Truth
0.12,0.115833333,sigma_11_Truth_7,118,sigma_11,Truth
0.125,0.124166667,sigma_11_Truth_7,118,sigma_11,Truth
0.13,0.1275,sigma_11_Truth_7,118,sigma_11,Truth
0.135,0.1275,sigma_11_Truth_7,118,sigma_11,Truth
0.14,0.118333333,sigma_11_Truth_7,118,sigma_11,Truth
0.145,0.149166667,sigma_11_Truth_7,118,sigma_11,Truth
0.15,0.146666667,sigma_11_Truth_7,118,sigma_11,Truth
0.155,0.161666667,sigma_11_Truth_7,118,sigma_11,Truth
0.16,0.1625,sigma_11_Truth_7,118,sigma_11,Truth
0.165,0.166666667,sigma_11_Truth_7,118,sigma_11,Truth
0.17,0.175,sigma_11_Truth_7,118,sigma_11,Truth
0.175,0.185833333,sigma_11_Truth_7,118,sigma_11,Truth
0.18,0.165,sigma_11_Truth_7,118,sigma_11,Truth
0.185,0.19,sigma_11_Truth_7,118,sigma_11,Truth
0.19,0.1775,sigma_11_Truth_7,118,sigma_11,Truth
0.195,0.210833333,sigma_11_Truth_7,118,sigma_11,Truth
0.2,0.200833333,sigma_11_Truth_7,118,sigma_11,Truth
0.205,0.213333333,sigma_11_Truth_7,118,sigma_11,Truth
0.21,0.198333333,sigma_11_Truth_7,118,sigma_11,Truth
0.215,0.213333333,sigma_11_Truth_7,118,sigma_11,Truth
0.22,0.211666667,sigma_11_Truth_7,118,sigma_11,Truth
0.225,0.213333333,sigma_11_Truth_7,118,sigma_11,Truth
0.23,0.231666667,sigma_11_Truth_7,118,sigma_11,Truth
0.235,0.241666667,sigma_11_Truth_7,118,sigma_11,Truth
0.24,0.234166667,sigma_11_Truth_7,118,sigma_11,Truth
0.245,0.249166667,sigma_11_Truth_7,118,sigma_11,Truth
0.25,0.2575,sigma_11_Truth_7,118,sigma_11,Truth
0.255,0.240833333,sigma_11_Truth_7,118,sigma_11,Truth
0.26,0.235833333,sigma_11_Truth_7,118,sigma_11,Truth
0.265,0.265,sigma_11_Truth_7,118,sigma_11,Truth
0.27,0.25,sigma_11_Truth_7,118,sigma_11,Truth
0.275,0.2625,sigma_11_Truth_7,118,sigma_11,Truth
0.28,0.265833333,sigma_11_Truth_7,118,sigma_11,Truth
0.285,0.265833333,sigma_11_Truth_7,118,sigma_11,Truth
0.29,0.254166667,sigma_11_Truth_7,118,sigma_11,Truth
0.295,0.285,sigma_11_Truth_7,118,sigma_11,Truth
0.3,0.276666667,sigma_11_Truth_7,118,sigma_11,Truth
0.305,0.291666667,sigma_11_Truth_7,118,sigma_11,Truth
0.31,0.2875,sigma_11_Truth_7,118,sigma_11,Truth
0.315,0.291666667,sigma_11_Truth_7,118,sigma_11,Truth
0.32,0.293333333,sigma_11_Truth_7,118,sigma_11,Truth
0.325,0.289166667,sigma_11_Truth_7,118,sigma_11,Truth
0.33,0.3075,sigma_11_Truth_7,118,sigma_11,Truth
0.335,0.315833333,sigma_11_Truth_7,118,sigma_11,Truth
0.34,0.301666667,sigma_11_Truth_7,118,sigma_11,Truth
0.345,0.316666667,sigma_11_Truth_7,118,sigma_11,Truth
0.35,0.325833333,sigma_11_Truth_7,118,sigma_11,Truth
0.355,0.33,sigma_11_Truth_7,118,sigma_11,Truth
0.36,0.311666667,sigma_11_Truth_7,118,sigma_11,Truth
0.365,0.345833333,sigma_11_Truth_7,118,sigma_11,Truth
0.37,0.341666667,sigma_11_Truth_7,118,sigma_11,Truth
0.375,0.338333333,sigma_11_Truth_7,118,sigma_11,Truth
0.38,0.3475,sigma_11_Truth_7,118,sigma_11,Truth
0.385,0.330833333,sigma_11_Truth_7,118,sigma_11,Truth
0.39,0.360833333,sigma_11_Truth_7,118,sigma_11,Truth
0.395,0.361666667,sigma_11_Truth_7,118,sigma_11,Truth
0.4,0.35,sigma_11_Truth_7,118,sigma_11,Truth
0.405,0.349166667,sigma_11_Truth_7,118,sigma_11,Truth
0.41,0.375833333,sigma_11_Truth_7,118,sigma_11,Truth
0.415,0.38,sigma_11_Truth_7,118,sigma_11,Truth
0.42,0.37,sigma_11_Truth_7,118,sigma_11,Truth
0.425,0.375,sigma_11_Truth_7,118,sigma_11,Truth
0.43,0.373333333,sigma_11_Truth_7,118,sigma_11,Truth
0.435,0.395833333,sigma_11_Truth_7,118,sigma_11,Truth
0.44,0.3975,sigma_11_Truth_7,118,sigma_11,Truth
0.445,0.38,sigma_11_Truth_7,118,sigma_11,Truth
0.45,0.385,sigma_11_Truth_7,118,sigma_11,Truth
0.455,0.399166667,sigma_11_Truth_7,118,sigma_11,Truth
0.46,0.4025,sigma_11_Truth_7,118,sigma_11,Truth
0.465,0.389166667,sigma_11_Truth_7,118,sigma_11,Truth
0.47,0.39,sigma_11_Truth_7,118,sigma_11,Truth
0.475,0.389166667,sigma_11_Truth_7,118,sigma_11,Truth
0.48,0.409166667,sigma_11_Truth_7,118,sigma_11,Truth
0.485,0.414166667,sigma_11_Truth_7,118,sigma_11,Truth
0.49,0.4125,sigma_11_Truth_7,118,sigma_11,Truth
0.495,0.398333333,sigma_11_Truth_7,118,sigma_11,Truth
0.5,0.395833333,sigma_11_Truth_7,118,sigma_11,Truth
0,0,mu_1_Observed data_7,0.99313738,mu_1,Observed data
0.005,0.003333333,mu_1_Observed data_7,0.99313738,mu_1,Observed data
0.01,0.009166667,mu_1_Observed data_7,1.023386463,mu_1,Observed data
0.015,0.018333333,mu_1_Observed data_7,1.061437865,mu_1,Observed data
0.02,0.0225,mu_1_Observed data_7,1.062321641,mu_1,Observed data
0.025,0.02,mu_1_Observed data_7,0.875846397,mu_1,Observed data
0.03,0.031666667,mu_1_Observed data_7,0.872369662,mu_1,Observed data
0.035,0.04,mu_1_Observed data_7,1.012656236,mu_1,Observed data
0.04,0.05,mu_1_Observed data_7,1.132832673,mu_1,Observed data
0.045,0.04,mu_1_Observed data_7,1.060534529,mu_1,Observed data
0.05,0.0575,mu_1_Observed data_7,1.11023258,mu_1,Observed data
0.055,0.045833333,mu_1_Observed data_7,1.03969054,mu_1,Observed data
0.06,0.065833333,mu_1_Observed data_7,0.97332872,mu_1,Observed data
0.065,0.061666667,mu_1_Observed data_7,1.021650266,mu_1,Observed data
0.07,0.069166667,mu_1_Observed data_7,0.86605943,mu_1,Observed data
0.075,0.0675,mu_1_Observed data_7,0.830196542,mu_1,Observed data
0.08,0.076666667,mu_1_Observed data_7,1.122182018,mu_1,Observed data
0.085,0.0775,mu_1_Observed data_7,1.162014237,mu_1,Observed data
0.09,0.081666667,mu_1_Observed data_7,1.075763183,mu_1,Observed data
0.095,0.086666667,mu_1_Observed data_7,0.923675219,mu_1,Observed data
0.1,0.106666667,mu_1_Observed data_7,0.939841395,mu_1,Observed data
0.105,0.0925,mu_1_Observed data_7,0.790288339,mu_1,Observed data
0.11,0.093333333,mu_1_Observed data_7,0.912156684,mu_1,Observed data
0.115,0.123333333,mu_1_Observed data_7,1.434603559,mu_1,Observed data
0.12,0.115833333,mu_1_Observed data_7,1.154321116,mu_1,Observed data
0.125,0.124166667,mu_1_Observed data_7,1.497018271,mu_1,Observed data
0.13,0.1275,mu_1_Observed data_7,0.857141898,mu_1,Observed data
0.135,0.1275,mu_1_Observed data_7,1.334553251,mu_1,Observed data
0.14,0.118333333,mu_1_Observed data_7,0.870134015,mu_1,Observed data
0.145,0.149166667,mu_1_Observed data_7,1.213347005,mu_1,Observed data
0.15,0.146666667,mu_1_Observed data_7,1.030013743,mu_1,Observed data
0.155,0.161666667,mu_1_Observed data_7,0.790979429,mu_1,Observed data
0.16,0.1625,mu_1_Observed data_7,1.362601748,mu_1,Observed data
0.165,0.166666667,mu_1_Observed data_7,0.477032546,mu_1,Observed data
0.17,0.175,mu_1_Observed data_7,1.035097054,mu_1,Observed data
0.175,0.185833333,mu_1_Observed data_7,0.844265985,mu_1,Observed data
0.18,0.165,mu_1_Observed data_7,1.231877977,mu_1,Observed data
0.185,0.19,mu_1_Observed data_7,0.333590391,mu_1,Observed data
0.19,0.1775,mu_1_Observed data_7,1.294781078,mu_1,Observed data
0.195,0.210833333,mu_1_Observed data_7,0.809344658,mu_1,Observed data
0.2,0.200833333,mu_1_Observed data_7,1.324415366,mu_1,Observed data
0.205,0.213333333,mu_1_Observed data_7,0.954739761,mu_1,Observed data
0.21,0.198333333,mu_1_Observed data_7,0.827680273,mu_1,Observed data
0.215,0.213333333,mu_1_Observed data_7,0.943790869,mu_1,Observed data
0.22,0.211666667,mu_1_Observed data_7,1.062508704,mu_1,Observed data
0.225,0.213333333,mu_1_Observed data_7,0.644734582,mu_1,Observed data
0.23,0.231666667,mu_1_Observed data_7,0.881012869,mu_1,Observed data
0.235,0.241666667,mu_1_Observed data_7,0.859875025,mu_1,Observed data
0.24,0.234166667,mu_1_Observed data_7,0.591985729,mu_1,Observed data
0.245,0.249166667,mu_1_Observed data_7,1.090672597,mu_1,Observed data
0.25,0.2575,mu_1_Observed data_7,1.133318295,mu_1,Observed data
0.255,0.240833333,mu_1_Observed data_7,1.134435746,mu_1,Observed data
0.26,0.235833333,mu_1_Observed data_7,1.30332203,mu_1,Observed data
0.265,0.265,mu_1_Observed data_7,1.030222025,mu_1,Observed data
0.27,0.25,mu_1_Observed data_7,0.898080794,mu_1,Observed data
0.275,0.2625,mu_1_Observed data_7,0.562551136,mu_1,Observed data
0.28,0.265833333,mu_1_Observed data_7,1.2168857,mu_1,Observed data
0.285,0.265833333,mu_1_Observed data_7,1.056326689,mu_1,Observed data
0.29,0.254166667,mu_1_Observed data_7,1.337898917,mu_1,Observed data
0.295,0.285,mu_1_Observed data_7,0.262917633,mu_1,Observed data
0.3,0.276666667,mu_1_Observed data_7,1.17173349,mu_1,Observed data
0.305,0.291666667,mu_1_Observed data_7,1.030248997,mu_1,Observed data
0.31,0.2875,mu_1_Observed data_7,0.63961103,mu_1,Observed data
0.315,0.291666667,mu_1_Observed data_7,0.587324357,mu_1,Observed data
0.32,0.293333333,mu_1_Observed data_7,1.474645997,mu_1,Observed data
0.325,0.289166667,mu_1_Observed data_7,0.80132184,mu_1,Observed data
0.33,0.3075,mu_1_Observed data_7,0.205241511,mu_1,Observed data
0.335,0.315833333,mu_1_Observed data_7,1.228796945,mu_1,Observed data
0.34,0.301666667,mu_1_Observed data_7,1.054113899,mu_1,Observed data
0.345,0.316666667,mu_1_Observed data_7,1.337041963,mu_1,Observed data
0.35,0.325833333,mu_1_Observed data_7,1.080857271,mu_1,Observed data
0.355,0.33,mu_1_Observed data_7,1.36230946,mu_1,Observed data
0.36,0.311666667,mu_1_Observed data_7,1.096931595,mu_1,Observed data
0.365,0.345833333,mu_1_Observed data_7,1.182532393,mu_1,Observed data
0.37,0.341666667,mu_1_Observed data_7,1.51348344,mu_1,Observed data
0.375,0.338333333,mu_1_Observed data_7,0.643908478,mu_1,Observed data
0.38,0.3475,mu_1_Observed data_7,1.262253267,mu_1,Observed data
0.385,0.330833333,mu_1_Observed data_7,0.890249031,mu_1,Observed data
0.39,0.360833333,mu_1_Observed data_7,1.65817498,mu_1,Observed data
0.395,0.361666667,mu_1_Observed data_7,1.574226784,mu_1,Observed data
0.4,0.35,mu_1_Observed data_7,1.160961901,mu_1,Observed data
0.405,0.349166667,mu_1_Observed data_7,0.784526805,mu_1,Observed data
0.41,0.375833333,mu_1_Observed data_7,1.239623504,mu_1,Observed data
0.415,0.38,mu_1_Observed data_7,0.724319127,mu_1,Observed data
0.42,0.37,mu_1_Observed data_7,1.484192048,mu_1,Observed data
0.425,0.375,mu_1_Observed data_7,0.795269916,mu_1,Observed data
0.43,0.373333333,mu_1_Observed data_7,1.549016031,mu_1,Observed data
0.435,0.395833333,mu_1_Observed data_7,1.177805209,mu_1,Observed data
0.44,0.3975,mu_1_Observed data_7,0.068836234,mu_1,Observed data
0.445,0.38,mu_1_Observed data_7,0.800336846,mu_1,Observed data
0.45,0.385,mu_1_Observed data_7,1.127163113,mu_1,Observed data
0.455,0.399166667,mu_1_Observed data_7,0.042857533,mu_1,Observed data
0.46,0.4025,mu_1_Observed data_7,1.272904733,mu_1,Observed data
0.465,0.389166667,mu_1_Observed data_7,1.267437193,mu_1,Observed data
0.47,0.39,mu_1_Observed data_7,0.896527618,mu_1,Observed data
0.475,0.389166667,mu_1_Observed data_7,1.558322406,mu_1,Observed data
0.48,0.409166667,mu_1_Observed data_7,1.229310634,mu_1,Observed data
0.485,0.414166667,mu_1_Observed data_7,1.381359106,mu_1,Observed data
0.49,0.4125,mu_1_Observed data_7,0.914762778,mu_1,Observed data
0.495,0.398333333,mu_1_Observed data_7,1.196230458,mu_1,Observed data
0.5,0.395833333,mu_1_Observed data_7,0.466949637,mu_1,Observed data
0,0,sigma_11_Observed data_7,114.9720205,sigma_11,Observed data
0.005,0.003333333,sigma_11_Observed data_7,114.9720205,sigma_11,Observed data
0.01,0.009166667,sigma_11_Observed data_7,113.7891756,sigma_11,Observed data
0.015,0.018333333,sigma_11_Observed data_7,117.2828689,sigma_11,Observed data
0.02,0.0225,sigma_11_Observed data_7,115.1956611,sigma_11,Observed data
0.025,0.02,sigma_11_Observed data_7,114.4452181,sigma_11,Observed data
0.03,0.031666667,sigma_11_Observed data_7,116.5775907,sigma_11,Observed data
0.035,0.04,sigma_11_Observed data_7,108.0690552,sigma_11,Observed data
0.04,0.05,sigma_11_Observed data_7,113.6943491,sigma_11,Observed data
0.045,0.04,sigma_11_Observed data_7,117.4188353,sigma_11,Observed data
0.05,0.0575,sigma_11_Observed data_7,111.7747471,sigma_11,Observed data
0.055,0.045833333,sigma_11_Observed data_7,114.4595924,sigma_11,Observed data
0.06,0.065833333,sigma_11_Observed data_7,118.1612474,sigma_11,Observed data
0.065,0.061666667,sigma_11_Observed data_7,117.1981987,sigma_11,Observed data
0.07,0.069166667,sigma_11_Observed data_7,116.9256728,sigma_11,Observed data
0.075,0.0675,sigma_11_Observed data_7,114.432403,sigma_11,Observed data
0.08,0.076666667,sigma_11_Observed data_7,117.5334412,sigma_11,Observed data
0.085,0.0775,sigma_11_Observed data_7,116.7994724,sigma_11,Observed data
0.09,0.081666667,sigma_11_Observed data_7,112.7614778,sigma_11,Observed data
0.095,0.086666667,sigma_11_Observed data_7,118.5677377,sigma_11,Observed data
0.1,0.106666667,sigma_11_Observed data_7,112.7595539,sigma_11,Observed data
0.105,0.0925,sigma_11_Observed data_7,111.4515597,sigma_11,Observed data
0.11,0.093333333,sigma_11_Observed data_7,108.1187192,sigma_11,Observed data
0.115,0.123333333,sigma_11_Observed data_7,111.2458112,sigma_11,Observed data
0.12,0.115833333,sigma_11_Observed data_7,117.946628,sigma_11,Observed data
0.125,0.124166667,sigma_11_Observed data_7,112.1500778,sigma_11,Observed data
0.13,0.1275,sigma_11_Observed data_7,110.6323803,sigma_11,Observed data
0.135,0.1275,sigma_11_Observed data_7,116.2449582,sigma_11,Observed data
0.14,0.118333333,sigma_11_Observed data_7,115.5167074,sigma_11,Observed data
0.145,0.149166667,sigma_11_Observed data_7,110.1370954,sigma_11,Observed data
0.15,0.146666667,sigma_11_Observed data_7,114.1059407,sigma_11,Observed data
0.155,0.161666667,sigma_11_Observed data_7,119.8920379,sigma_11,Observed data
0.16,0.1625,sigma_11_Observed data_7,111.9667487,sigma_11,Observed data
0.165,0.166666667,sigma_11_Observed data_7,118.9871772,sigma_11,Observed data
0.17,0.175,sigma_11_Observed data_7,119.1964316,sigma_11,Observed data
0.175,0.185833333,sigma_11_Observed data_7,121.951685,sigma_11,Observed data
0.18,0.165,sigma_11_Observed data_7,108.1069726,sigma_11,Observed data
0.185,0.19,sigma_11_Observed data_7,118.3740056,sigma_11,Observed data
0.19,0.1775,sigma_11_Observed data_7,114.4797129,sigma_11,Observed data
0.195,0.210833333,sigma_11_Observed data_7,119.3314926,sigma_11,Observed data
0.2,0.200833333,sigma_11_Observed data_7,114.9603513,sigma_11,Observed data
0.205,0.213333333,sigma_11_Observed data_7,113.572636,sigma_11,Observed data
0.21,0.198333333,sigma_11_Observed data_7,107.9939621,sigma_11,Observed data
0.215,0.213333333,sigma_11_Observed data_7,110.032522,sigma_11,Observed data
0.22,0.211666667,sigma_11_Observed data_7,125.421068,sigma_11,Observed data
0.225,0.213333333,sigma_11_Observed data_7,117.5399831,sigma_11,Observed data
0.23,0.231666667,sigma_11_Observed data_7,112.5260507,sigma_11,Observed data
0.235,0.241666667,sigma_11_Observed data_7,109.7390843,sigma_11,Observed data
0.24,0.234166667,sigma_11_Observed data_7,122.060249,sigma_11,Observed data
0.245,0.249166667,sigma_11_Observed data_7,105.9967683,sigma_11,Observed data
0.25,0.2575,sigma_11_Observed data_7,114.8874367,sigma_11,Observed data
0.255,0.240833333,sigma_11_Observed data_7,114.4171161,sigma_11,Observed data
0.26,0.235833333,sigma_11_Observed data_7,110.5296725,sigma_11,Observed data
0.265,0.265,sigma_11_Observed data_7,124.6819069,sigma_11,Observed data
0.27,0.25,sigma_11_Observed data_7,115.796665,sigma_11,Observed data
0.275,0.2625,sigma_11_Observed data_7,112.2085233,sigma_11,Observed data
0.28,0.265833333,sigma_11_Observed data_7,120.6821277,sigma_11,Observed data
0.285,0.265833333,sigma_11_Observed data_7,114.9613182,sigma_11,Observed data
0.29,0.254166667,sigma_11_Observed data_7,116.6065493,sigma_11,Observed data
